4.250000000000000000e+03,-8.372554396912600810e-03
4.251000000000000000e+03,-6.856898287011199689e-03
4.252000000000000000e+03,-2.138683356374999987e-03
4.253000000000000000e+03,2.233475445373999952e-04
4.254000000000000000e+03,-8.402308244257200229e-03
4.255000000000000000e+03,-1.361873253936989915e-02
4.256000000000000000e+03,-2.037189700112339991e-02
4.257000000000000000e+03,-7.599820976805500387e-03
4.258000000000000000e+03,2.492455151786599973e-03
4.259000000000000000e+03,-3.256732740281900046e-03
4.260000000000000000e+03,-1.433741527335389947e-02
4.261000000000000000e+03,-2.039445315306930018e-02
4.262000000000000000e+03,-3.042255368378949873e-02
4.263000000000000000e+03,-9.624136146933699731e-03
4.264000000000000000e+03,1.390666900031700031e-03
4.265000000000000000e+03,2.207880861400330144e-02
4.266000000000000000e+03,1.968625439127739962e-02
4.267000000000000000e+03,1.854689865683779859e-02
4.268000000000000000e+03,1.624502372766150129e-02
4.269000000000000000e+03,2.594156907254070027e-02
4.270000000000000000e+03,2.250785666808520144e-02
4.271000000000000000e+03,3.405913730716880056e-02
4.272000000000000000e+03,3.496635925669690226e-02
4.273000000000000000e+03,1.659043142867199991e-02
4.274000000000000000e+03,7.229108258805800290e-03
4.275000000000000000e+03,1.050408397297379962e-02
4.276000000000000000e+03,6.076627378482300432e-03
4.277000000000000000e+03,-1.192304575999269915e-02
4.278000000000000000e+03,-1.876578008295510039e-02
4.279000000000000000e+03,4.701721087063399744e-03
4.280000000000000000e+03,1.358972533216860033e-02
4.281000000000000000e+03,1.209634774521779928e-02
4.282000000000000000e+03,2.738923668923450017e-02
4.283000000000000000e+03,2.194481643367869952e-02
4.284000000000000000e+03,-1.753054683275800073e-03
4.285000000000000000e+03,-3.463405857108299828e-03
4.286000000000000000e+03,-7.468429399696200136e-03
4.287000000000000000e+03,-1.866585259761729954e-02
4.288000000000000000e+03,-2.484881247649929972e-02
4.289000000000000000e+03,-1.747080708698520168e-02
4.290000000000000000e+03,-1.550587037191909941e-02
4.291000000000000000e+03,-8.537715015726799611e-03
4.292000000000000000e+03,-9.119436890139099444e-03
4.293000000000000000e+03,1.032858000043600103e-03
4.294000000000000000e+03,2.635590366449539965e-02
4.295000000000000000e+03,2.660582050004879975e-02
4.296000000000000000e+03,1.836928696425599999e-02
4.297000000000000000e+03,2.270157435554279873e-02
4.298000000000000000e+03,2.508839456767579870e-02
4.299000000000000000e+03,1.236800151873010054e-02
4.300000000000000000e+03,1.274882285224560041e-02
4.301000000000000000e+03,1.119956216485890055e-02
4.302000000000000000e+03,2.412126843926429981e-02
4.303000000000000000e+03,-4.469024945653100357e-03
4.304000000000000000e+03,-9.759437449825799152e-03
4.305000000000000000e+03,-6.902186786843200229e-03
4.306000000000000000e+03,6.751425311056500136e-03
4.307000000000000000e+03,4.760771266491699814e-03
4.308000000000000000e+03,8.564720500552399501e-03
4.309000000000000000e+03,1.055104695964709932e-02
4.310000000000000000e+03,1.174874783241140058e-02
4.311000000000000000e+03,4.106757074051400370e-03
4.312000000000000000e+03,-3.090879480508999821e-04
4.313000000000000000e+03,1.394446874867900053e-03
4.314000000000000000e+03,-6.352236344922999704e-03
4.315000000000000000e+03,-2.763109945221900107e-02
4.316000000000000000e+03,-2.892937055831849846e-02
4.317000000000000000e+03,-1.150767585833569959e-02
4.318000000000000000e+03,1.088484638995229972e-02
4.319000000000000000e+03,1.046420387751269970e-02
4.320000000000000000e+03,8.512906204734299598e-03
4.321000000000000000e+03,-7.656869479241999775e-04
4.322000000000000000e+03,4.419373730146799670e-03
4.323000000000000000e+03,1.271392059282359932e-02
4.324000000000000000e+03,1.352992952684680013e-02
4.325000000000000000e+03,1.941631452452050044e-02
4.326000000000000000e+03,3.789652362296799890e-03
4.327000000000000000e+03,-1.977479925227880117e-02
4.328000000000000000e+03,1.325275400878300064e-02
4.329000000000000000e+03,2.678230307065389976e-02
4.330000000000000000e+03,1.414668949649370081e-02
4.331000000000000000e+03,1.499604257657390083e-02
4.332000000000000000e+03,3.692135907593899809e-03
4.333000000000000000e+03,-3.026465334386399964e-03
4.334000000000000000e+03,-2.268146446293499950e-03
4.335000000000000000e+03,1.034167625314040030e-02
4.336000000000000000e+03,2.060455030487140168e-02
4.337000000000000000e+03,4.942597510334500316e-03
4.338000000000000000e+03,-1.150268805788400061e-03
4.339000000000000000e+03,1.686152754204740117e-02
4.340000000000000000e+03,1.101510140135569978e-02
4.341000000000000000e+03,5.522497404680999991e-03
4.342000000000000000e+03,-2.442072124824899975e-03
4.343000000000000000e+03,1.193448965393619984e-02
4.344000000000000000e+03,8.062708734772000216e-03
4.345000000000000000e+03,1.696212730670159860e-02
4.346000000000000000e+03,1.436130464903660059e-02
4.347000000000000000e+03,-6.166919740486200008e-03
4.348000000000000000e+03,-1.779041232113750051e-02
4.349000000000000000e+03,-1.196052154365279986e-02
4.350000000000000000e+03,-1.499347974708200052e-03
4.351000000000000000e+03,3.227449362542200110e-03
4.352000000000000000e+03,-3.420207496920000026e-04
4.353000000000000000e+03,2.985755633742899831e-03
4.354000000000000000e+03,6.862947156276899725e-03
4.355000000000000000e+03,3.348594830482299993e-03
4.356000000000000000e+03,9.786799211872299759e-03
4.357000000000000000e+03,1.567648221558920127e-02
4.358000000000000000e+03,2.342340406385860080e-02
4.359000000000000000e+03,1.909415750652080149e-02
4.360000000000000000e+03,1.858908712330059956e-02
4.361000000000000000e+03,5.345888373546399570e-03
4.362000000000000000e+03,-1.037627657798130022e-02
4.363000000000000000e+03,3.166320079114100065e-03
4.364000000000000000e+03,3.880513373562899627e-06
4.365000000000000000e+03,5.005590457250500350e-03
4.366000000000000000e+03,2.083252151531260130e-02
4.367000000000000000e+03,2.259224322316109868e-02
4.368000000000000000e+03,1.403337641986479936e-02
4.369000000000000000e+03,4.473293471396700034e-03
4.370000000000000000e+03,7.249517066230599591e-03
4.371000000000000000e+03,1.122549627324199994e-02
4.372000000000000000e+03,1.999066077423510002e-02
4.373000000000000000e+03,8.724749496165600318e-03
4.374000000000000000e+03,-3.533089532079699852e-03
4.375000000000000000e+03,-1.010762134026589945e-02
4.376000000000000000e+03,-1.673936122329289927e-02
4.377000000000000000e+03,-8.541079219521800076e-03
4.378000000000000000e+03,-3.113018303478700018e-03
4.379000000000000000e+03,1.767966791184599979e-03
4.380000000000000000e+03,1.353841758633680080e-02
4.381000000000000000e+03,1.409749227576849971e-02
4.382000000000000000e+03,2.934398882946000122e-03
4.383000000000000000e+03,4.102932337140900373e-03
4.384000000000000000e+03,2.395775873433880071e-02
4.385000000000000000e+03,1.966490124778350057e-02
4.386000000000000000e+03,9.279308274883499644e-03
4.387000000000000000e+03,-2.847059651665800190e-03
4.388000000000000000e+03,1.657308592913299969e-03
4.389000000000000000e+03,4.411071006946899568e-03
4.390000000000000000e+03,4.899983522444699598e-03
4.391000000000000000e+03,1.275808651611009918e-02
4.392000000000000000e+03,5.411234705940200403e-03
4.393000000000000000e+03,-6.572481469925800339e-03
4.394000000000000000e+03,-1.723907787367350009e-02
4.395000000000000000e+03,8.547235848801499822e-03
4.396000000000000000e+03,2.810555789898289830e-02
4.397000000000000000e+03,1.707694008145720088e-02
4.398000000000000000e+03,5.563175196474899782e-03
4.399000000000000000e+03,5.791868149453999887e-03
4.400000000000000000e+03,3.659747796245599923e-03
4.401000000000000000e+03,4.152962490867199812e-03
4.402000000000000000e+03,5.226894997138699893e-03
4.403000000000000000e+03,-5.990754239856299797e-03
4.404000000000000000e+03,3.021353420684699809e-03
4.405000000000000000e+03,9.440341900079999779e-03
4.406000000000000000e+03,-2.200849053585999951e-04
4.407000000000000000e+03,-5.447910751228300305e-03
4.408000000000000000e+03,-9.503933543842000512e-04
4.409000000000000000e+03,1.951088594259249923e-02
4.410000000000000000e+03,2.464202377674149999e-02
4.411000000000000000e+03,2.638098666825150138e-02
4.412000000000000000e+03,2.061494127897380013e-02
4.413000000000000000e+03,3.288311646502900185e-03
4.414000000000000000e+03,-8.878427814613600033e-03
4.415000000000000000e+03,-1.229882600993030019e-02
4.416000000000000000e+03,-1.810943929172350100e-02
4.417000000000000000e+03,-1.527761102170500061e-02
4.418000000000000000e+03,-1.403506658337799968e-03
4.419000000000000000e+03,7.268847208697500409e-03
4.420000000000000000e+03,8.945766657029700572e-03
4.421000000000000000e+03,1.169303971233560079e-02
4.422000000000000000e+03,1.347002059730299968e-02
4.423000000000000000e+03,9.872918296314300846e-03
4.424000000000000000e+03,1.650187273586430081e-02
4.425000000000000000e+03,1.131008846076429937e-02
4.426000000000000000e+03,1.159382404247579976e-02
4.427000000000000000e+03,9.382873056606999811e-04
4.428000000000000000e+03,-9.204891163674500804e-03
4.429000000000000000e+03,-9.516395970152899397e-03
4.430000000000000000e+03,-5.898660418020200066e-03
4.431000000000000000e+03,5.038260746188000412e-04
4.432000000000000000e+03,4.033427481450400399e-03
4.433000000000000000e+03,1.293632274473389965e-02
4.434000000000000000e+03,1.237714078927710029e-02
4.435000000000000000e+03,1.747387786107320110e-02
4.436000000000000000e+03,3.246988866567430271e-02
4.437000000000000000e+03,3.684576436901269847e-02
4.438000000000000000e+03,1.454598068416800092e-03
4.439000000000000000e+03,-1.069419882220319987e-02
4.440000000000000000e+03,-6.004821630750800145e-03
4.441000000000000000e+03,5.110628924316000347e-04
4.442000000000000000e+03,-8.569666641030100618e-03
4.443000000000000000e+03,5.658930722039239898e-05
4.444000000000000000e+03,-4.937102100526299595e-03
4.445000000000000000e+03,-1.735278539094499981e-03
4.446000000000000000e+03,-7.352833075274999800e-04
4.447000000000000000e+03,1.655315631369499952e-03
4.448000000000000000e+03,-3.115756517529500065e-03
4.449000000000000000e+03,-1.727066467629220087e-02
4.450000000000000000e+03,-4.209529027087140218e-02
4.451000000000000000e+03,-3.334025006070869684e-02
4.452000000000000000e+03,-3.436796427592730269e-02
4.453000000000000000e+03,-1.924216470777340149e-02
4.454000000000000000e+03,-2.665640906585739836e-02
